0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	1.672703940776313347e+00	7.576816241466893809e-01	1.771049755013518689e+00	3.717532575244168469e-01	1.969448659562407666e+00	7.732987657031313855e-01	2.000000000000001776e-03	0.000000000000000000e+00	0.000000000000000000e+00
2.222222222222222307e-02	0.000000000000000000e+00	0.000000000000000000e+00	1.829141701036393952e+00	9.026661229867154468e-01	2.748094172670182189e+00	2.730065980830260308e+00	2.980275257640336406e+00	3.444000144342989067e+00	2.000000000000001776e-03	1.179999999999999938e-01	1.119999999999999885e-01
4.444444444444444614e-02	0.000000000000000000e+00	0.000000000000000000e+00	1.898794259935369988e+00	8.952745599613773919e-01	3.374416141095923027e+00	4.392365251413794525e+00	3.291780720455578457e+00	4.528203899262022603e+00	0.000000000000000000e+00	2.399999999999999911e-01	2.239999999999999769e-01
6.666666666666666574e-02	0.000000000000000000e+00	0.000000000000000000e+00	2.022263995190122010e+00	9.886681234276938346e-01	4.119963375864799993e+00	5.520009078227224641e+00	4.041040071184197835e+00	6.667366453272187243e+00	0.000000000000000000e+00	3.259999999999999565e-01	3.060000000000000497e-01
8.888888888888889228e-02	0.000000000000000000e+00	0.000000000000000000e+00	1.999777690794083407e+00	8.775497624540892216e-01	4.410108203261801307e+00	6.127909345417992704e+00	4.396618708896163241e+00	7.014010724566824173e+00	0.000000000000000000e+00	3.739999999999999991e-01	3.459999999999999742e-01
1.111111111111111049e-01	0.000000000000000000e+00	0.000000000000000000e+00	2.001504650716919631e+00	9.857914352484314913e-01	4.797669825482604011e+00	7.103666119549936653e+00	4.509776207854049090e+00	7.342223037453989853e+00	2.000000000000001776e-03	4.200000000000000400e-01	3.679999999999999938e-01
1.333333333333333315e-01	0.000000000000000000e+00	0.000000000000000000e+00	2.096662630500105262e+00	1.052678457048915606e+00	4.561877077207888043e+00	6.517090437619176058e+00	4.356986630351050493e+00	7.309316257020459950e+00	2.000000000000001776e-03	4.739999999999999769e-01	4.459999999999999520e-01
1.555555555555555580e-01	0.000000000000000000e+00	0.000000000000000000e+00	2.059100132981596776e+00	1.056049040799909911e+00	4.807440532924282195e+00	7.025544977645872713e+00	4.677203689637238426e+00	8.022646630189615991e+00	2.000000000000001776e-03	4.619999999999999662e-01	4.639999999999999680e-01
1.777777777777777846e-01	0.000000000000000000e+00	0.000000000000000000e+00	2.049183340425515087e+00	1.116159710703594321e+00	4.827323324961843021e+00	7.606908808019682944e+00	4.307747645405384240e+00	7.522297723297667105e+00	0.000000000000000000e+00	5.160000000000000142e-01	5.000000000000000000e-01
2.000000000000000111e-01	0.000000000000000000e+00	0.000000000000000000e+00	2.068118027144344229e+00	1.061126075780842726e+00	4.689192543456828233e+00	7.181513349471849494e+00	3.884794491629575131e+00	6.713011418505628214e+00	2.000000000000001776e-03	5.600000000000000533e-01	5.460000000000000409e-01
2.222222222222222099e-01	0.000000000000000000e+00	0.000000000000000000e+00	2.095607494598379361e+00	1.048300799559735097e+00	4.895525522017600828e+00	7.393631992459293478e+00	4.062401870752493593e+00	7.461367612121698301e+00	0.000000000000000000e+00	5.660000000000000586e-01	5.160000000000000142e-01
2.444444444444444364e-01	0.000000000000000000e+00	0.000000000000000000e+00	2.174829775498035023e+00	1.189740504207238203e+00	5.196003936617485941e+00	8.106269090672148181e+00	4.465696017209372926e+00	7.874747025173808979e+00	2.000000000000001776e-03	5.780000000000000693e-01	5.480000000000000426e-01
2.666666666666666630e-01	0.000000000000000000e+00	0.000000000000000000e+00	2.180501927477373592e+00	1.103286695474886114e+00	4.982667753499918639e+00	7.927560026285211947e+00	3.918958059761361135e+00	7.718063683724396107e+00	2.000000000000001776e-03	6.179999999999999938e-01	5.800000000000000711e-01
2.888888888888888618e-01	0.000000000000000000e+00	0.000000000000000000e+00	2.195293904784609840e+00	1.162262188429379561e+00	5.098975321133342398e+00	8.514731108348048139e+00	4.400743135848415477e+00	8.677573489985146438e+00	0.000000000000000000e+00	6.159999999999999920e-01	6.079999999999999849e-01
3.111111111111111160e-01	0.000000000000000000e+00	0.000000000000000000e+00	2.247496729581329955e+00	1.179631736725584412e+00	4.772853907236427773e+00	8.149069367175169276e+00	3.875086000205199444e+00	8.014171237724456276e+00	4.000000000000003553e-03	6.679999999999999272e-01	6.599999999999999201e-01
